date,atm_id,location_type,day_of_week,is_weekend,withdrawal_amount
2024-06-29,ATM_70,Urban,Saturday,1,600298
2024-06-30,ATM_70,Urban,Sunday,1,601458
2024-07-01,ATM_70,Urban,Monday,0,622408
2024-07-02,ATM_70,Urban,Tuesday,0,558887
2024-07-03,ATM_70,Urban,Wednesday,0,705006
2024-07-04,ATM_70,Urban,Thursday,0,788308
2024-07-05,ATM_70,Urban,Friday,0,594210
2024-07-06,ATM_70,Urban,Saturday,1,588616
2024-07-07,ATM_70,Urban,Sunday,1,555869
2024-07-08,ATM_70,Urban,Monday,0,479303
2024-07-09,ATM_70,Urban,Tuesday,0,385946
2024-07-10,ATM_70,Urban,Wednesday,0,466875
2024-07-11,ATM_70,Urban,Thursday,0,577362
2024-07-12,ATM_70,Urban,Friday,0,571132
2024-07-13,ATM_70,Urban,Saturday,1,519315
2024-07-14,ATM_70,Urban,Sunday,1,610164
2024-07-15,ATM_70,Urban,Monday,0,452926
2024-07-16,ATM_70,Urban,Tuesday,0,440235
2024-07-17,ATM_70,Urban,Wednesday,0,440629
2024-07-18,ATM_70,Urban,Thursday,0,524112
2024-07-19,ATM_70,Urban,Friday,0,461852
2024-07-20,ATM_70,Urban,Saturday,1,549574
2024-07-21,ATM_70,Urban,Sunday,1,641570
2024-07-22,ATM_70,Urban,Monday,0,460612
2024-07-23,ATM_70,Urban,Tuesday,0,429556
2024-07-24,ATM_70,Urban,Wednesday,0,553473
2024-07-25,ATM_70,Urban,Thursday,0,405373
2024-07-26,ATM_70,Urban,Friday,0,491135
2024-07-27,ATM_70,Urban,Saturday,1,588407
2024-07-28,ATM_70,Urban,Sunday,1,608841
2024-07-29,ATM_70,Urban,Monday,0,422752
2024-07-30,ATM_70,Urban,Tuesday,0,546816
2024-07-31,ATM_70,Urban,Wednesday,0,549419
2024-08-01,ATM_70,Urban,Thursday,0,727534
2024-08-02,ATM_70,Urban,Friday,0,680989
2024-08-03,ATM_70,Urban,Saturday,1,769269
2024-08-04,ATM_70,Urban,Sunday,1,715032
2024-08-05,ATM_70,Urban,Monday,0,675040
2024-08-06,ATM_70,Urban,Tuesday,0,412042
2024-08-07,ATM_70,Urban,Wednesday,0,519451
2024-08-08,ATM_70,Urban,Thursday,0,624625
2024-08-09,ATM_70,Urban,Friday,0,491747
2024-08-10,ATM_70,Urban,Saturday,1,518831
2024-08-11,ATM_70,Urban,Sunday,1,577703
2024-08-12,ATM_70,Urban,Monday,0,603058
2024-08-13,ATM_70,Urban,Tuesday,0,384398
2024-08-14,ATM_70,Urban,Wednesday,0,486769
2024-08-15,ATM_70,Urban,Thursday,0,437609
2024-08-16,ATM_70,Urban,Friday,0,470549
2024-08-17,ATM_70,Urban,Saturday,1,459111
2024-08-18,ATM_70,Urban,Sunday,1,591452
2024-08-19,ATM_70,Urban,Monday,0,473506
2024-08-20,ATM_70,Urban,Tuesday,0,442505
2024-08-21,ATM_70,Urban,Wednesday,0,493384
2024-08-22,ATM_70,Urban,Thursday,0,512805
2024-08-23,ATM_70,Urban,Friday,0,541772
2024-08-24,ATM_70,Urban,Saturday,1,521086
2024-08-25,ATM_70,Urban,Sunday,1,618970
2024-08-26,ATM_70,Urban,Monday,0,587937
2024-08-27,ATM_70,Urban,Tuesday,0,477029
2024-08-28,ATM_70,Urban,Wednesday,0,565046
2024-08-29,ATM_70,Urban,Thursday,0,425735
2024-08-30,ATM_70,Urban,Friday,0,532525
2024-08-31,ATM_70,Urban,Saturday,1,467061
2024-09-01,ATM_70,Urban,Sunday,1,733335
2024-09-02,ATM_70,Urban,Monday,0,682066
2024-09-03,ATM_70,Urban,Tuesday,0,714861
2024-09-04,ATM_70,Urban,Wednesday,0,655012
2024-09-05,ATM_70,Urban,Thursday,0,533197
2024-09-06,ATM_70,Urban,Friday,0,632162
2024-09-07,ATM_70,Urban,Saturday,1,606745
2024-09-08,ATM_70,Urban,Sunday,1,574643
2024-09-09,ATM_70,Urban,Monday,0,448586
2024-09-10,ATM_70,Urban,Tuesday,0,468411
2024-09-11,ATM_70,Urban,Wednesday,0,404868
2024-09-12,ATM_70,Urban,Thursday,0,445932
2024-09-13,ATM_70,Urban,Friday,0,517226
2024-09-14,ATM_70,Urban,Saturday,1,591661
2024-09-15,ATM_70,Urban,Sunday,1,562300
2024-09-16,ATM_70,Urban,Monday,0,487003
2024-09-17,ATM_70,Urban,Tuesday,0,453507
2024-09-18,ATM_70,Urban,Wednesday,0,505877
2024-09-19,ATM_70,Urban,Thursday,0,533814
2024-09-20,ATM_70,Urban,Friday,0,442754
2024-09-21,ATM_70,Urban,Saturday,1,540153
2024-09-22,ATM_70,Urban,Sunday,1,469021
2024-09-23,ATM_70,Urban,Monday,0,444073
2024-09-24,ATM_70,Urban,Tuesday,0,482183
2024-09-25,ATM_70,Urban,Wednesday,0,559852
2024-09-26,ATM_70,Urban,Thursday,0,622457
2024-09-27,ATM_70,Urban,Friday,0,499155
2024-09-28,ATM_70,Urban,Saturday,1,556209
2024-09-29,ATM_70,Urban,Sunday,1,677614
2024-09-30,ATM_70,Urban,Monday,0,443852
2024-10-01,ATM_70,Urban,Tuesday,0,744191
2024-10-02,ATM_70,Urban,Wednesday,0,665099
2024-10-03,ATM_70,Urban,Thursday,0,855598
2024-10-04,ATM_70,Urban,Friday,0,771614
2024-10-05,ATM_70,Urban,Saturday,1,864992
2024-10-06,ATM_70,Urban,Sunday,1,663370
2024-10-07,ATM_70,Urban,Monday,0,409427
2024-10-08,ATM_70,Urban,Tuesday,0,510838
2024-10-09,ATM_70,Urban,Wednesday,0,497151
2024-10-10,ATM_70,Urban,Thursday,0,713375
2024-10-11,ATM_70,Urban,Friday,0,500623
2024-10-12,ATM_70,Urban,Saturday,1,781886
2024-10-13,ATM_70,Urban,Sunday,1,662405
2024-10-14,ATM_70,Urban,Monday,0,496300
2024-10-15,ATM_70,Urban,Tuesday,0,521972
2024-10-16,ATM_70,Urban,Wednesday,0,555632
2024-10-17,ATM_70,Urban,Thursday,0,428906
2024-10-18,ATM_70,Urban,Friday,0,560247
2024-10-19,ATM_70,Urban,Saturday,1,636474
2024-10-20,ATM_70,Urban,Sunday,1,805459
2024-10-21,ATM_70,Urban,Monday,0,484478
2024-10-22,ATM_70,Urban,Tuesday,0,516684
2024-10-23,ATM_70,Urban,Wednesday,0,543178
2024-10-24,ATM_70,Urban,Thursday,0,715211
2024-10-25,ATM_70,Urban,Friday,0,541229
2024-10-26,ATM_70,Urban,Saturday,1,744721
2024-10-27,ATM_70,Urban,Sunday,1,721133
2024-10-28,ATM_70,Urban,Monday,0,514896
2024-10-29,ATM_70,Urban,Tuesday,0,517784
2024-10-30,ATM_70,Urban,Wednesday,0,596076
2024-10-31,ATM_70,Urban,Thursday,0,554717
2024-11-01,ATM_70,Urban,Friday,0,813339
2024-11-02,ATM_70,Urban,Saturday,1,853306
2024-11-03,ATM_70,Urban,Sunday,1,830458
2024-11-04,ATM_70,Urban,Monday,0,824086
2024-11-05,ATM_70,Urban,Tuesday,0,766024
2024-11-06,ATM_70,Urban,Wednesday,0,717819
2024-11-07,ATM_70,Urban,Thursday,0,610283
2024-11-08,ATM_70,Urban,Friday,0,671547
2024-11-09,ATM_70,Urban,Saturday,1,647080
2024-11-10,ATM_70,Urban,Sunday,1,525517
2024-11-11,ATM_70,Urban,Monday,0,647076
2024-11-12,ATM_70,Urban,Tuesday,0,635618
2024-11-13,ATM_70,Urban,Wednesday,0,727175
2024-11-14,ATM_70,Urban,Thursday,0,492317
2024-11-15,ATM_70,Urban,Friday,0,648617
2024-11-16,ATM_70,Urban,Saturday,1,603854
2024-11-17,ATM_70,Urban,Sunday,1,644936
2024-11-18,ATM_70,Urban,Monday,0,694658
2024-11-19,ATM_70,Urban,Tuesday,0,733589
2024-11-20,ATM_70,Urban,Wednesday,0,540696
2024-11-21,ATM_70,Urban,Thursday,0,585486
2024-11-22,ATM_70,Urban,Friday,0,543228
2024-11-23,ATM_70,Urban,Saturday,1,782954
2024-11-24,ATM_70,Urban,Sunday,1,622447
2024-11-25,ATM_70,Urban,Monday,0,603625
2024-11-26,ATM_70,Urban,Tuesday,0,619131
2024-11-27,ATM_70,Urban,Wednesday,0,611373
2024-11-28,ATM_70,Urban,Thursday,0,627460
2024-11-29,ATM_70,Urban,Friday,0,497550
2024-11-30,ATM_70,Urban,Saturday,1,653662
2024-12-01,ATM_70,Urban,Sunday,1,806287
2024-12-02,ATM_70,Urban,Monday,0,672702
2024-12-03,ATM_70,Urban,Tuesday,0,630951
2024-12-04,ATM_70,Urban,Wednesday,0,693257
2024-12-05,ATM_70,Urban,Thursday,0,635486
2024-12-06,ATM_70,Urban,Friday,0,357541
2024-12-07,ATM_70,Urban,Saturday,1,781261
2024-12-08,ATM_70,Urban,Sunday,1,550111
2024-12-09,ATM_70,Urban,Monday,0,361358
2024-12-10,ATM_70,Urban,Tuesday,0,528045
2024-12-11,ATM_70,Urban,Wednesday,0,467390
2024-12-12,ATM_70,Urban,Thursday,0,561457
2024-12-13,ATM_70,Urban,Friday,0,339674
2024-12-14,ATM_70,Urban,Saturday,1,627210
2024-12-15,ATM_70,Urban,Sunday,1,662798
2024-12-16,ATM_70,Urban,Monday,0,485489
2024-12-17,ATM_70,Urban,Tuesday,0,410666
2024-12-18,ATM_70,Urban,Wednesday,0,458307
2024-12-19,ATM_70,Urban,Thursday,0,549854
2024-12-20,ATM_70,Urban,Friday,0,463893
2024-12-21,ATM_70,Urban,Saturday,1,572136
2024-12-22,ATM_70,Urban,Sunday,1,592973
2024-12-23,ATM_70,Urban,Monday,0,584385
2024-12-24,ATM_70,Urban,Tuesday,0,437695
2024-12-25,ATM_70,Urban,Wednesday,0,407064
2024-12-26,ATM_70,Urban,Thursday,0,518277
2024-12-27,ATM_70,Urban,Friday,0,530257
2024-12-28,ATM_70,Urban,Saturday,1,540144
2024-12-29,ATM_70,Urban,Sunday,1,522729
2024-12-30,ATM_70,Urban,Monday,0,604678
2023-01-01,ATM_71,Urban,Sunday,1,688235
2023-01-02,ATM_71,Urban,Monday,0,509075
2023-01-03,ATM_71,Urban,Tuesday,0,564305
2023-01-04,ATM_71,Urban,Wednesday,0,526581
2023-01-05,ATM_71,Urban,Thursday,0,584509
2023-01-06,ATM_71,Urban,Friday,0,595377
2023-01-07,ATM_71,Urban,Saturday,1,650024
2023-01-08,ATM_71,Urban,Sunday,1,630055
2023-01-09,ATM_71,Urban,Monday,0,489752
2023-01-10,ATM_71,Urban,Tuesday,0,639311
2023-01-11,ATM_71,Urban,Wednesday,0,504664
2023-01-12,ATM_71,Urban,Thursday,0,385122
2023-01-13,ATM_71,Urban,Friday,0,612640
2023-01-14,ATM_71,Urban,Saturday,1,671606
2023-01-15,ATM_71,Urban,Sunday,1,793870
2023-01-16,ATM_71,Urban,Monday,0,426020
2023-01-17,ATM_71,Urban,Tuesday,0,458586
2023-01-18,ATM_71,Urban,Wednesday,0,589443
2023-01-19,ATM_71,Urban,Thursday,0,535620
2023-01-20,ATM_71,Urban,Friday,0,629300
2023-01-21,ATM_71,Urban,Saturday,1,565875
2023-01-22,ATM_71,Urban,Sunday,1,667683
2023-01-23,ATM_71,Urban,Monday,0,521791
2023-01-24,ATM_71,Urban,Tuesday,0,473785
2023-01-25,ATM_71,Urban,Wednesday,0,606511
2023-01-26,ATM_71,Urban,Thursday,0,569882
2023-01-27,ATM_71,Urban,Friday,0,450556
2023-01-28,ATM_71,Urban,Saturday,1,556519
2023-01-29,ATM_71,Urban,Sunday,1,547485
2023-01-30,ATM_71,Urban,Monday,0,391474
2023-01-31,ATM_71,Urban,Tuesday,0,531292
2023-02-01,ATM_71,Urban,Wednesday,0,577338
2023-02-02,ATM_71,Urban,Thursday,0,667185
2023-02-03,ATM_71,Urban,Friday,0,806559
2023-02-04,ATM_71,Urban,Saturday,1,849588
2023-02-05,ATM_71,Urban,Sunday,1,671669
2023-02-06,ATM_71,Urban,Monday,0,562917
2023-02-07,ATM_71,Urban,Tuesday,0,510251
2023-02-08,ATM_71,Urban,Wednesday,0,454004
2023-02-09,ATM_71,Urban,Thursday,0,456380
2023-02-10,ATM_71,Urban,Friday,0,565132
2023-02-11,ATM_71,Urban,Saturday,1,675293
2023-02-12,ATM_71,Urban,Sunday,1,713433
2023-02-13,ATM_71,Urban,Monday,0,472780
2023-02-14,ATM_71,Urban,Tuesday,0,427942
2023-02-15,ATM_71,Urban,Wednesday,0,527424
2023-02-16,ATM_71,Urban,Thursday,0,524852
2023-02-17,ATM_71,Urban,Friday,0,595359
2023-02-18,ATM_71,Urban,Saturday,1,595543
2023-02-19,ATM_71,Urban,Sunday,1,449765
2023-02-20,ATM_71,Urban,Monday,0,443109
2023-02-21,ATM_71,Urban,Tuesday,0,489982
2023-02-22,ATM_71,Urban,Wednesday,0,428658
2023-02-23,ATM_71,Urban,Thursday,0,440087
2023-02-24,ATM_71,Urban,Friday,0,501739
2023-02-25,ATM_71,Urban,Saturday,1,547031
2023-02-26,ATM_71,Urban,Sunday,1,674865
2023-02-27,ATM_71,Urban,Monday,0,437334
2023-02-28,ATM_71,Urban,Tuesday,0,462743
2023-03-01,ATM_71,Urban,Wednesday,0,747685
2023-03-02,ATM_71,Urban,Thursday,0,736190
2023-03-03,ATM_71,Urban,Friday,0,522583
2023-03-04,ATM_71,Urban,Saturday,1,698768
2023-03-05,ATM_71,Urban,Sunday,1,781401
2023-03-06,ATM_71,Urban,Monday,0,428993
2023-03-07,ATM_71,Urban,Tuesday,0,462748
2023-03-08,ATM_71,Urban,Wednesday,0,579753
2023-03-09,ATM_71,Urban,Thursday,0,549022
2023-03-10,ATM_71,Urban,Friday,0,633670
2023-03-11,ATM_71,Urban,Saturday,1,583992
2023-03-12,ATM_71,Urban,Sunday,1,696197
2023-03-13,ATM_71,Urban,Monday,0,551532
2023-03-14,ATM_71,Urban,Tuesday,0,557746
2023-03-15,ATM_71,Urban,Wednesday,0,559039
2023-03-16,ATM_71,Urban,Thursday,0,426465
2023-03-17,ATM_71,Urban,Friday,0,383465
2023-03-18,ATM_71,Urban,Saturday,1,624595
2023-03-19,ATM_71,Urban,Sunday,1,482048
2023-03-20,ATM_71,Urban,Monday,0,583052
2023-03-21,ATM_71,Urban,Tuesday,0,591942
2023-03-22,ATM_71,Urban,Wednesday,0,484987
2023-03-23,ATM_71,Urban,Thursday,0,572709
2023-03-24,ATM_71,Urban,Friday,0,455555
2023-03-25,ATM_71,Urban,Saturday,1,653924
2023-03-26,ATM_71,Urban,Sunday,1,557659
2023-03-27,ATM_71,Urban,Monday,0,507762
2023-03-28,ATM_71,Urban,Tuesday,0,460221
2023-03-29,ATM_71,Urban,Wednesday,0,549993
2023-03-30,ATM_71,Urban,Thursday,0,577882
2023-03-31,ATM_71,Urban,Friday,0,409506
2023-04-01,ATM_71,Urban,Saturday,1,704913
2023-04-02,ATM_71,Urban,Sunday,1,587110
2023-04-03,ATM_71,Urban,Monday,0,555724
2023-04-04,ATM_71,Urban,Tuesday,0,656982
2023-04-05,ATM_71,Urban,Wednesday,0,675958
2023-04-06,ATM_71,Urban,Thursday,0,414186
2023-04-07,ATM_71,Urban,Friday,0,476849
2023-04-08,ATM_71,Urban,Saturday,1,543345
2023-04-09,ATM_71,Urban,Sunday,1,603726
2023-04-10,ATM_71,Urban,Monday,0,547294
2023-04-11,ATM_71,Urban,Tuesday,0,560698
2023-04-12,ATM_71,Urban,Wednesday,0,436390
2023-04-13,ATM_71,Urban,Thursday,0,517914
2023-04-14,ATM_71,Urban,Friday,0,420252
2023-04-15,ATM_71,Urban,Saturday,1,625769
2023-04-16,ATM_71,Urban,Sunday,1,508281
2023-04-17,ATM_71,Urban,Monday,0,576047
2023-04-18,ATM_71,Urban,Tuesday,0,441261
2023-04-19,ATM_71,Urban,Wednesday,0,382623
2023-04-20,ATM_71,Urban,Thursday,0,498511
2023-04-21,ATM_71,Urban,Friday,0,453679
2023-04-22,ATM_71,Urban,Saturday,1,529690
2023-04-23,ATM_71,Urban,Sunday,1,654159
2023-04-24,ATM_71,Urban,Monday,0,501319
2023-04-25,ATM_71,Urban,Tuesday,0,578170
2023-04-26,ATM_71,Urban,Wednesday,0,523656
2023-04-27,ATM_71,Urban,Thursday,0,439693
2023-04-28,ATM_71,Urban,Friday,0,522790
2023-04-29,ATM_71,Urban,Saturday,1,588211
2023-04-30,ATM_71,Urban,Sunday,1,591640
2023-05-01,ATM_71,Urban,Monday,0,617795
2023-05-02,ATM_71,Urban,Tuesday,0,583988
2023-05-03,ATM_71,Urban,Wednesday,0,656656
2023-05-04,ATM_71,Urban,Thursday,0,580644
2023-05-05,ATM_71,Urban,Friday,0,709879
2023-05-06,ATM_71,Urban,Saturday,1,632136
2023-05-07,ATM_71,Urban,Sunday,1,498898
2023-05-08,ATM_71,Urban,Monday,0,605801
2023-05-09,ATM_71,Urban,Tuesday,0,629384
2023-05-10,ATM_71,Urban,Wednesday,0,659151
2023-05-11,ATM_71,Urban,Thursday,0,424642
2023-05-12,ATM_71,Urban,Friday,0,445237
2023-05-13,ATM_71,Urban,Saturday,1,618948
2023-05-14,ATM_71,Urban,Sunday,1,569573
2023-05-15,ATM_71,Urban,Monday,0,455568
2023-05-16,ATM_71,Urban,Tuesday,0,629218
2023-05-17,ATM_71,Urban,Wednesday,0,433843
2023-05-18,ATM_71,Urban,Thursday,0,475344
2023-05-19,ATM_71,Urban,Friday,0,525811
2023-05-20,ATM_71,Urban,Saturday,1,656290
2023-05-21,ATM_71,Urban,Sunday,1,618475
2023-05-22,ATM_71,Urban,Monday,0,422942
2023-05-23,ATM_71,Urban,Tuesday,0,393809
2023-05-24,ATM_71,Urban,Wednesday,0,552776
2023-05-25,ATM_71,Urban,Thursday,0,512010
2023-05-26,ATM_71,Urban,Friday,0,533409
2023-05-27,ATM_71,Urban,Saturday,1,572016
2023-05-28,ATM_71,Urban,Sunday,1,670673
2023-05-29,ATM_71,Urban,Monday,0,570633
2023-05-30,ATM_71,Urban,Tuesday,0,553153
2023-05-31,ATM_71,Urban,Wednesday,0,648568
2023-06-01,ATM_71,Urban,Thursday,0,624817
2023-06-02,ATM_71,Urban,Friday,0,637586
2023-06-03,ATM_71,Urban,Saturday,1,768557
2023-06-04,ATM_71,Urban,Sunday,1,723550
2023-06-05,ATM_71,Urban,Monday,0,608962
2023-06-06,ATM_71,Urban,Tuesday,0,432901
2023-06-07,ATM_71,Urban,Wednesday,0,345888
2023-06-08,ATM_71,Urban,Thursday,0,534414
2023-06-09,ATM_71,Urban,Friday,0,635912
2023-06-10,ATM_71,Urban,Saturday,1,639878
2023-06-11,ATM_71,Urban,Sunday,1,556304
2023-06-12,ATM_71,Urban,Monday,0,542728
2023-06-13,ATM_71,Urban,Tuesday,0,443324
2023-06-14,ATM_71,Urban,Wednesday,0,508489
2023-06-15,ATM_71,Urban,Thursday,0,385116
2023-06-16,ATM_71,Urban,Friday,0,657872
2023-06-17,ATM_71,Urban,Saturday,1,695411
2023-06-18,ATM_71,Urban,Sunday,1,484225
2023-06-19,ATM_71,Urban,Monday,0,627004
2023-06-20,ATM_71,Urban,Tuesday,0,399740
2023-06-21,ATM_71,Urban,Wednesday,0,563784
2023-06-22,ATM_71,Urban,Thursday,0,379596
2023-06-23,ATM_71,Urban,Friday,0,629516
2023-06-24,ATM_71,Urban,Saturday,1,549568
2023-06-25,ATM_71,Urban,Sunday,1,599911
2023-06-26,ATM_71,Urban,Monday,0,481260
2023-06-27,ATM_71,Urban,Tuesday,0,471931
2023-06-28,ATM_71,Urban,Wednesday,0,428959
2023-06-29,ATM_71,Urban,Thursday,0,434785
2023-06-30,ATM_71,Urban,Friday,0,472037
2023-07-01,ATM_71,Urban,Saturday,1,718501
2023-07-02,ATM_71,Urban,Sunday,1,671775
2023-07-03,ATM_71,Urban,Monday,0,797780
2023-07-04,ATM_71,Urban,Tuesday,0,652145
2023-07-05,ATM_71,Urban,Wednesday,0,555574
2023-07-06,ATM_71,Urban,Thursday,0,513743
2023-07-07,ATM_71,Urban,Friday,0,572307
2023-07-08,ATM_71,Urban,Saturday,1,507950
2023-07-09,ATM_71,Urban,Sunday,1,609580
2023-07-10,ATM_71,Urban,Monday,0,602819
2023-07-11,ATM_71,Urban,Tuesday,0,560114
2023-07-12,ATM_71,Urban,Wednesday,0,439229
2023-07-13,ATM_71,Urban,Thursday,0,628557
2023-07-14,ATM_71,Urban,Friday,0,520943
2023-07-15,ATM_71,Urban,Saturday,1,583062
2023-07-16,ATM_71,Urban,Sunday,1,472265
2023-07-17,ATM_71,Urban,Monday,0,449019
2023-07-18,ATM_71,Urban,Tuesday,0,425815
2023-07-19,ATM_71,Urban,Wednesday,0,415799
2023-07-20,ATM_71,Urban,Thursday,0,618342
2023-07-21,ATM_71,Urban,Friday,0,509577
2023-07-22,ATM_71,Urban,Saturday,1,689870
2023-07-23,ATM_71,Urban,Sunday,1,677128
2023-07-24,ATM_71,Urban,Monday,0,589764
2023-07-25,ATM_71,Urban,Tuesday,0,544527
2023-07-26,ATM_71,Urban,Wednesday,0,525795
2023-07-27,ATM_71,Urban,Thursday,0,594458
2023-07-28,ATM_71,Urban,Friday,0,434826
2023-07-29,ATM_71,Urban,Saturday,1,559137
2023-07-30,ATM_71,Urban,Sunday,1,674974
2023-07-31,ATM_71,Urban,Monday,0,490447
2023-08-01,ATM_71,Urban,Tuesday,0,572146
2023-08-02,ATM_71,Urban,Wednesday,0,714449
2023-08-03,ATM_71,Urban,Thursday,0,660831
2023-08-04,ATM_71,Urban,Friday,0,577691
2023-08-05,ATM_71,Urban,Saturday,1,736025
2023-08-06,ATM_71,Urban,Sunday,1,661051
2023-08-07,ATM_71,Urban,Monday,0,459574
2023-08-08,ATM_71,Urban,Tuesday,0,552190
2023-08-09,ATM_71,Urban,Wednesday,0,412329
2023-08-10,ATM_71,Urban,Thursday,0,564242
2023-08-11,ATM_71,Urban,Friday,0,532815
2023-08-12,ATM_71,Urban,Saturday,1,669325
2023-08-13,ATM_71,Urban,Sunday,1,526358
2023-08-14,ATM_71,Urban,Monday,0,623348
2023-08-15,ATM_71,Urban,Tuesday,0,485198
2023-08-16,ATM_71,Urban,Wednesday,0,500254
2023-08-17,ATM_71,Urban,Thursday,0,485581
2023-08-18,ATM_71,Urban,Friday,0,422418
2023-08-19,ATM_71,Urban,Saturday,1,554973
2023-08-20,ATM_71,Urban,Sunday,1,540322
2023-08-21,ATM_71,Urban,Monday,0,595216
2023-08-22,ATM_71,Urban,Tuesday,0,455526
2023-08-23,ATM_71,Urban,Wednesday,0,516065
2023-08-24,ATM_71,Urban,Thursday,0,524703
2023-08-25,ATM_71,Urban,Friday,0,428491
2023-08-26,ATM_71,Urban,Saturday,1,590713
2023-08-27,ATM_71,Urban,Sunday,1,446349
2023-08-28,ATM_71,Urban,Monday,0,530332
2023-08-29,ATM_71,Urban,Tuesday,0,489582
2023-08-30,ATM_71,Urban,Wednesday,0,567569
2023-08-31,ATM_71,Urban,Thursday,0,483673
2023-09-01,ATM_71,Urban,Friday,0,661919
2023-09-02,ATM_71,Urban,Saturday,1,709595
2023-09-03,ATM_71,Urban,Sunday,1,634052
2023-09-04,ATM_71,Urban,Monday,0,546629
2023-09-05,ATM_71,Urban,Tuesday,0,529473
2023-09-06,ATM_71,Urban,Wednesday,0,425154
2023-09-07,ATM_71,Urban,Thursday,0,468770
2023-09-08,ATM_71,Urban,Friday,0,491143
2023-09-09,ATM_71,Urban,Saturday,1,605182
2023-09-10,ATM_71,Urban,Sunday,1,599459
2023-09-11,ATM_71,Urban,Monday,0,494578
2023-09-12,ATM_71,Urban,Tuesday,0,390370
2023-09-13,ATM_71,Urban,Wednesday,0,473251
2023-09-14,ATM_71,Urban,Thursday,0,485529
2023-09-15,ATM_71,Urban,Friday,0,532174
2023-09-16,ATM_71,Urban,Saturday,1,537526
2023-09-17,ATM_71,Urban,Sunday,1,560644
2023-09-18,ATM_71,Urban,Monday,0,490170
2023-09-19,ATM_71,Urban,Tuesday,0,389346
2023-09-20,ATM_71,Urban,Wednesday,0,507456
2023-09-21,ATM_71,Urban,Thursday,0,403095
2023-09-22,ATM_71,Urban,Friday,0,502443
2023-09-23,ATM_71,Urban,Saturday,1,537761
2023-09-24,ATM_71,Urban,Sunday,1,576399
2023-09-25,ATM_71,Urban,Monday,0,437420
2023-09-26,ATM_71,Urban,Tuesday,0,530022
2023-09-27,ATM_71,Urban,Wednesday,0,522521
2023-09-28,ATM_71,Urban,Thursday,0,614659
2023-09-29,ATM_71,Urban,Friday,0,319782
2023-09-30,ATM_71,Urban,Saturday,1,629215
2023-10-01,ATM_71,Urban,Sunday,1,854017
2023-10-02,ATM_71,Urban,Monday,0,728501
2023-10-03,ATM_71,Urban,Tuesday,0,789233
2023-10-04,ATM_71,Urban,Wednesday,0,692890
2023-10-05,ATM_71,Urban,Thursday,0,718904
2023-10-06,ATM_71,Urban,Friday,0,560131
2023-10-07,ATM_71,Urban,Saturday,1,744385
2023-10-08,ATM_71,Urban,Sunday,1,701880
2023-10-09,ATM_71,Urban,Monday,0,613684
2023-10-10,ATM_71,Urban,Tuesday,0,622192
2023-10-11,ATM_71,Urban,Wednesday,0,617019
2023-10-12,ATM_71,Urban,Thursday,0,653107
2023-10-13,ATM_71,Urban,Friday,0,586853
2023-10-14,ATM_71,Urban,Saturday,1,725659
2023-10-15,ATM_71,Urban,Sunday,1,754610
2023-10-16,ATM_71,Urban,Monday,0,642680
2023-10-17,ATM_71,Urban,Tuesday,0,578464
2023-10-18,ATM_71,Urban,Wednesday,0,503497
2023-10-19,ATM_71,Urban,Thursday,0,669138
2023-10-20,ATM_71,Urban,Friday,0,650813
2023-10-21,ATM_71,Urban,Saturday,1,831516
2023-10-22,ATM_71,Urban,Sunday,1,717535
2023-10-23,ATM_71,Urban,Monday,0,674810
2023-10-24,ATM_71,Urban,Tuesday,0,582795
2023-10-25,ATM_71,Urban,Wednesday,0,628892
2023-10-26,ATM_71,Urban,Thursday,0,604484
2023-10-27,ATM_71,Urban,Friday,0,535709
2023-10-28,ATM_71,Urban,Saturday,1,808386
2023-10-29,ATM_71,Urban,Sunday,1,619253
2023-10-30,ATM_71,Urban,Monday,0,636069
2023-10-31,ATM_71,Urban,Tuesday,0,633011
2023-11-01,ATM_71,Urban,Wednesday,0,820587
2023-11-02,ATM_71,Urban,Thursday,0,829710
2023-11-03,ATM_71,Urban,Friday,0,768940
2023-11-04,ATM_71,Urban,Saturday,1,969489
2023-11-05,ATM_71,Urban,Sunday,1,743543
2023-11-06,ATM_71,Urban,Monday,0,537514
2023-11-07,ATM_71,Urban,Tuesday,0,398718
2023-11-08,ATM_71,Urban,Wednesday,0,618435
2023-11-09,ATM_71,Urban,Thursday,0,630039
2023-11-10,ATM_71,Urban,Friday,0,622113
2023-11-11,ATM_71,Urban,Saturday,1,611396
2023-11-12,ATM_71,Urban,Sunday,1,561399
2023-11-13,ATM_71,Urban,Monday,0,431557
2023-11-14,ATM_71,Urban,Tuesday,0,484390
2023-11-15,ATM_71,Urban,Wednesday,0,633839
2023-11-16,ATM_71,Urban,Thursday,0,616005
2023-11-17,ATM_71,Urban,Friday,0,618259
2023-11-18,ATM_71,Urban,Saturday,1,778885
2023-11-19,ATM_71,Urban,Sunday,1,813705
2023-11-20,ATM_71,Urban,Monday,0,600603
2023-11-21,ATM_71,Urban,Tuesday,0,610501
2023-11-22,ATM_71,Urban,Wednesday,0,657546
2023-11-23,ATM_71,Urban,Thursday,0,639128
2023-11-24,ATM_71,Urban,Friday,0,556962
2023-11-25,ATM_71,Urban,Saturday,1,622624
2023-11-26,ATM_71,Urban,Sunday,1,591622
2023-11-27,ATM_71,Urban,Monday,0,525996
2023-11-28,ATM_71,Urban,Tuesday,0,522283
